source_csv,baseline,model,n_real,seed,fold,heldout_file_id,true_class,pred_class,count
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,normal_machining,normal_machining,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,normal_machining,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,normal_machining,base_imbalance,191
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,lead_screw_anomaly,base_imbalance,63
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,base_imbalance,normal_machining,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,majority,majority,full,0,file_id_1,1,base_imbalance,base_imbalance,167
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,normal_machining,normal_machining,191
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,normal_machining,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,63
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,base_imbalance,0
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,base_imbalance,normal_machining,167
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,window_position_only,extra_trees,full,0,file_id_1,1,base_imbalance,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,normal_machining,normal_machining,184
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,normal_machining,lead_screw_anomaly,7
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,5
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,lead_screw_anomaly,base_imbalance,58
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,base_imbalance,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,full,0,file_id_1,1,base_imbalance,base_imbalance,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,normal_machining,normal_machining,176
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,normal_machining,lead_screw_anomaly,15
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,lead_screw_anomaly,base_imbalance,62
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,base_imbalance,normal_machining,3
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,0,file_id_1,1,base_imbalance,base_imbalance,164
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,normal_machining,normal_machining,151
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,normal_machining,lead_screw_anomaly,40
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,lead_screw_anomaly,base_imbalance,62
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,base_imbalance,normal_machining,25
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,1,file_id_1,1,base_imbalance,base_imbalance,142
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,normal_machining,normal_machining,178
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,normal_machining,lead_screw_anomaly,13
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,lead_screw_anomaly,normal_machining,3
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,14
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,lead_screw_anomaly,base_imbalance,46
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,base_imbalance,normal_machining,11
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,base_imbalance,lead_screw_anomaly,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,2,file_id_1,1,base_imbalance,base_imbalance,155
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,normal_machining,normal_machining,163
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,normal_machining,lead_screw_anomaly,28
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,47
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,lead_screw_anomaly,base_imbalance,16
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,base_imbalance,normal_machining,26
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,base_imbalance,lead_screw_anomaly,10
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,3,file_id_1,1,base_imbalance,base_imbalance,131
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,normal_machining,normal_machining,176
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,normal_machining,lead_screw_anomaly,15
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,lead_screw_anomaly,base_imbalance,62
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,base_imbalance,normal_machining,20
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,base_imbalance,lead_screw_anomaly,16
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,4,file_id_1,1,base_imbalance,base_imbalance,131
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,normal_machining,normal_machining,173
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,normal_machining,lead_screw_anomaly,17
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,normal_machining,base_imbalance,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,lead_screw_anomaly,base_imbalance,62
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,base_imbalance,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,5,file_id_1,1,base_imbalance,base_imbalance,167
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,normal_machining,normal_machining,176
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,normal_machining,lead_screw_anomaly,15
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,lead_screw_anomaly,base_imbalance,61
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,base_imbalance,normal_machining,25
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,base_imbalance,lead_screw_anomaly,13
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,6,file_id_1,1,base_imbalance,base_imbalance,129
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,normal_machining,normal_machining,173
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,normal_machining,lead_screw_anomaly,18
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,lead_screw_anomaly,normal_machining,10
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,lead_screw_anomaly,base_imbalance,53
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,base_imbalance,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,base_imbalance,lead_screw_anomaly,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,7,file_id_1,1,base_imbalance,base_imbalance,166
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,normal_machining,normal_machining,169
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,normal_machining,lead_screw_anomaly,22
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,lead_screw_anomaly,normal_machining,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,lead_screw_anomaly,base_imbalance,61
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,base_imbalance,normal_machining,8
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,8,file_id_1,1,base_imbalance,base_imbalance,159
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,normal_machining,normal_machining,160
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,normal_machining,lead_screw_anomaly,31
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,lead_screw_anomaly,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,lead_screw_anomaly,base_imbalance,62
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,base_imbalance,normal_machining,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,base_imbalance,lead_screw_anomaly,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,10,9,file_id_1,1,base_imbalance,base_imbalance,164
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,normal_machining,normal_machining,164
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,normal_machining,lead_screw_anomaly,27
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,lead_screw_anomaly,normal_machining,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,7
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,lead_screw_anomaly,base_imbalance,56
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,base_imbalance,normal_machining,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,base_imbalance,lead_screw_anomaly,1
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,0,file_id_1,1,base_imbalance,base_imbalance,162
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,normal_machining,normal_machining,184
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,normal_machining,lead_screw_anomaly,7
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,normal_machining,base_imbalance,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,lead_screw_anomaly,normal_machining,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,lead_screw_anomaly,lead_screw_anomaly,55
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,lead_screw_anomaly,base_imbalance,4
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,base_imbalance,normal_machining,2
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,base_imbalance,lead_screw_anomaly,0
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,1,file_id_1,1,base_imbalance,base_imbalance,165
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,normal_machining,normal_machining,161
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,normal_machining,lead_screw_anomaly,30
mt_private_trainonly_lofo_features.csv,signal_feature_only,extra_trees,25,2,file_id_1,1,normal_machining,base_imbalance,0
