method,n_real,n_syn,seed,train_sample_count,acc,macro_f1,f1_normal_machining,f1_lead_screw_anomaly,f1_base_imbalance,confusion
real_only,10,0,0,30,0.39299610894941633,0.4016116170190873,0.42045454545454547,0.25806451612903225,0.5263157894736842,"[[37,19,15],[65,24,30],[3,24,40]]"
noise_aug,10,10,0,60,0.29571984435797666,0.3055654598832603,0.1258741258741259,0.28688524590163933,0.5039370078740157,"[[9,58,4],[60,35,24],[3,32,32]]"
s_b_carrier_mix,10,10,0,60,0.22568093385214008,0.23632865602175065,0.14705882352941177,0.1565217391304348,0.40540540540540543,"[[10,56,5],[55,18,46],[0,37,30]]"
real_only,10,0,1,30,0.2840466926070039,0.23593524505598165,0.07920792079207921,0.38202247191011235,0.2465753424657534,"[[4,57,10],[17,51,51],[9,40,18]]"
noise_aug,10,10,1,60,0.3151750972762646,0.2563011063011063,0.08080808080808081,0.42142857142857143,0.26666666666666666,"[[4,58,9],[19,59,41],[5,44,18]]"
s_b_carrier_mix,10,10,1,60,0.19455252918287938,0.15540754972681345,0.08695652173913043,0.2846715328467153,0.0945945945945946,"[[4,56,11],[17,39,63],[0,60,7]]"
real_only,10,0,2,30,0.2918287937743191,0.2540465125370786,0.11965811965811966,0.3849056603773585,0.25757575757575757,"[[7,58,6],[26,51,42],[13,37,17]]"
noise_aug,10,10,2,60,0.25680933852140075,0.2586314330278883,0.24060150375939848,0.2304147465437788,0.3048780487804878,"[[16,43,12],[34,25,60],[12,30,25]]"
s_b_carrier_mix,10,10,2,60,0.1867704280155642,0.16555442593830227,0.08917197452229299,0.2585551330798479,0.14893617021276595,"[[7,60,4],[69,34,16],[10,50,7]]"
real_only,10,0,3,30,0.29961089494163423,0.31395258770052387,0.22784810126582278,0.26956521739130435,0.4444444444444444,"[[18,52,1],[58,31,30],[11,28,28]]"
noise_aug,10,10,3,60,0.25680933852140075,0.26041867954911435,0.3333333333333333,0.20444444444444446,0.24347826086956523,"[[29,39,3],[65,23,31],[9,44,14]]"
s_b_carrier_mix,10,10,3,60,0.13618677042801555,0.14526972079154243,0.16774193548387098,0.1,0.16806722689075632,"[[13,52,6],[71,12,36],[0,57,10]]"
real_only,10,0,4,30,0.3229571984435798,0.3225927516180844,0.20437956204379562,0.2222222222222222,0.5411764705882353,"[[14,45,12],[51,23,45],[1,20,46]]"
noise_aug,10,10,4,60,0.2801556420233463,0.2936961451247166,0.21428571428571427,0.17346938775510204,0.49333333333333335,"[[18,47,6],[62,17,40],[17,13,37]]"
s_b_carrier_mix,10,10,4,60,0.19844357976653695,0.21573346369345314,0.13793103448275862,0.14285714285714285,0.366412213740458,"[[10,59,2],[64,17,38],[0,43,24]]"
real_only,10,0,5,30,0.22957198443579765,0.24300699300699302,0.25,0.11538461538461539,0.36363636363636365,"[[19,42,10],[58,12,49],[4,35,28]]"
noise_aug,10,10,5,60,0.2140077821011673,0.21273758064757978,0.32124352331606215,0.08839779005524862,0.22857142857142856,"[[31,27,13],[67,8,44],[24,27,16]]"
s_b_carrier_mix,10,10,5,60,0.1556420233463035,0.16527579250655797,0.20689655172413793,0.11570247933884298,0.1732283464566929,"[[15,53,3],[59,14,46],[0,56,11]]"
real_only,10,0,6,30,0.2529182879377432,0.24784221863811082,0.3055555555555556,0.2591093117408907,0.17886178861788618,"[[22,41,8],[50,32,37],[1,55,11]]"
noise_aug,10,10,6,60,0.2723735408560311,0.2017228841528221,0.15254237288135594,0.39322033898305087,0.0594059405940594,"[[9,55,7],[37,58,24],[1,63,3]]"
s_b_carrier_mix,10,10,6,60,0.2801556420233463,0.2064058256426098,0.06896551724137931,0.40131578947368424,0.14893617021276595,"[[4,64,3],[41,61,17],[0,60,7]]"
real_only,10,0,7,30,0.3657587548638132,0.37675876649413137,0.36363636363636365,0.29767441860465116,0.4689655172413793,"[[28,31,12],[55,32,32],[0,33,34]]"
noise_aug,10,10,7,60,0.3151750972762646,0.3263001605059281,0.35374149659863946,0.22009569377990432,0.4050632911392405,"[[26,32,13],[50,23,46],[0,35,32]]"
s_b_carrier_mix,10,10,7,60,0.22957198443579765,0.23121669720519789,0.12030075187969924,0.22040816326530613,0.35294117647058826,"[[8,56,7],[54,27,38],[0,43,24]]"
real_only,10,0,8,30,0.4669260700389105,0.44775890532179013,0.13008130081300814,0.47346938775510206,0.7397260273972602,"[[8,59,4],[40,58,21],[4,9,54]]"
noise_aug,10,10,8,60,0.41245136186770426,0.39865685985183835,0.14516129032258066,0.4163265306122449,0.6344827586206897,"[[9,56,6],[42,51,26],[2,19,46]]"
s_b_carrier_mix,10,10,8,60,0.3151750972762646,0.3098542834942452,0.10852713178294573,0.3371647509578544,0.4838709677419355,"[[7,61,3],[51,44,24],[0,37,30]]"
real_only,10,0,9,30,0.3968871595330739,0.3755871920237753,0.13114754098360656,0.4166666666666667,0.5789473684210527,"[[8,57,6],[34,50,35],[9,14,44]]"
noise_aug,10,10,9,60,0.3852140077821012,0.3697151600753295,0.21875,0.423728813559322,0.4666666666666667,"[[14,45,12],[33,50,36],[10,22,35]]"
s_b_carrier_mix,10,10,9,60,0.2529182879377432,0.26567524303236545,0.16,0.19730941704035873,0.4397163120567376,"[[12,50,9],[63,22,34],[4,32,31]]"
real_only,25,0,0,75,0.3852140077821012,0.40613013214520066,0.2839506172839506,0.23645320197044334,0.697986577181208,"[[23,45,3],[68,24,27],[0,15,52]]"
noise_aug,25,20,0,135,0.38132295719844356,0.3946419321419321,0.3875,0.23232323232323232,0.5641025641025641,"[[31,36,4],[55,23,41],[3,20,44]]"
s_b_carrier_mix,25,20,0,135,0.27626459143968873,0.31657445151069424,0.2346368715083799,0.17937219730941703,0.5357142857142857,"[[21,49,1],[85,20,14],[2,35,30]]"
real_only,25,0,1,75,0.29571984435797666,0.29031563330062937,0.13740458015267176,0.18181818181818182,0.5517241379310345,"[[9,52,10],[51,19,49],[0,19,48]]"
noise_aug,25,20,1,135,0.30739299610894943,0.30058561999334077,0.13114754098360656,0.29838709677419356,0.4722222222222222,"[[8,59,4],[43,37,39],[0,33,34]]"
s_b_carrier_mix,25,20,1,135,0.311284046692607,0.3215686274509804,0.17142857142857143,0.3058823529411765,0.48739495798319327,"[[12,59,0],[57,39,23],[0,38,29]]"
real_only,25,0,2,75,0.3229571984435798,0.3128515180937786,0.14634146341463414,0.34108527131782945,0.45112781954887216,"[[9,58,4],[43,44,32],[0,37,30]]"
noise_aug,25,20,2,135,0.2801556420233463,0.26494748531317214,0.15584415584415584,0.34686346863468637,0.29213483146067415,"[[12,58,1],[64,47,8],[7,47,13]]"
s_b_carrier_mix,25,20,2,135,0.2918287937743191,0.22548767668757977,0.11290322580645161,0.40264026402640263,0.16091954022988506,"[[7,64,0],[45,61,13],[1,59,7]]"
real_only,25,0,3,75,0.26848249027237353,0.24189437143726333,0.09345794392523364,0.31007751937984496,0.3221476510067114,"[[5,56,10],[31,40,48],[0,43,24]]"
noise_aug,25,20,3,135,0.26459143968871596,0.2492260997452056,0.1206896551724138,0.2868525896414343,0.3401360544217687,"[[7,57,7],[35,36,48],[3,39,25]]"
s_b_carrier_mix,25,20,3,135,0.22957198443579765,0.2303169329747403,0.17054263565891473,0.22040816326530613,0.3,"[[11,53,7],[47,27,45],[0,46,21]]"
