method,n_real,n_syn,seed,train_sample_count,acc,macro_f1,f1_normal_machining,f1_lead_screw_anomaly,f1_base_imbalance,confusion
real_only,25,0,6,75,0.28793774319066145,0.2878491806740364,0.22058823529411764,0.10152284263959391,0.5414364640883977,"[[15,50,6],[50,10,59],[0,18,49]]"
noise_aug,25,20,6,135,0.2918287937743191,0.30914147740200987,0.2602739726027397,0.14150943396226415,0.5256410256410257,"[[19,52,0],[56,15,48],[0,26,41]]"
s_a_directional,25,20,6,135,0.2801556420233463,0.3195379743239064,0.2413793103448276,0.1552511415525114,0.5619834710743802,"[[21,50,0],[82,17,20],[0,33,34]]"
real_only,25,0,7,75,0.3151750972762646,0.28243800664920055,0.09803921568627451,0.35471698113207545,0.3945578231292517,"[[5,61,5],[26,47,46],[0,38,29]]"
noise_aug,25,20,7,135,0.36964980544747084,0.3573824703853008,0.15267175572519084,0.41947565543071164,0.5,"[[10,58,3],[46,56,17],[4,34,29]]"
s_a_directional,25,20,7,135,0.3735408560311284,0.3334585833589527,0.16326530612244897,0.43109540636042404,0.40601503759398494,"[[8,63,0],[19,61,39],[0,40,27]]"
real_only,25,0,8,75,0.3657587548638132,0.3305801409317007,0.15841584158415842,0.41605839416058393,0.4172661870503597,"[[8,60,3],[22,57,40],[0,38,29]]"
noise_aug,25,20,8,135,0.3463035019455253,0.3227088402270884,0.16666666666666666,0.40145985401459855,0.4,"[[10,58,3],[38,55,26],[1,42,24]]"
s_a_directional,25,20,8,135,0.3424124513618677,0.33214935948916996,0.15126050420168066,0.3488372093023256,0.49635036496350365,"[[9,62,0],[38,45,36],[1,32,34]]"
real_only,25,0,9,75,0.26459143968871596,0.27259373925008595,0.22058823529411764,0.21052631578947367,0.38666666666666666,"[[15,47,9],[50,24,45],[0,38,29]]"
noise_aug,25,20,9,135,0.3151750972762646,0.31243078724026924,0.22388059701492538,0.32941176470588235,0.384,"[[15,51,5],[48,42,29],[0,43,24]]"
s_a_directional,25,20,9,135,0.4085603112840467,0.4147178971049672,0.16541353383458646,0.4015748031496063,0.6771653543307087,"[[11,60,0],[51,51,17],[0,24,43]]"
real_only,50,0,0,150,0.29571984435797666,0.3291681890147363,0.16149068322981366,0.25210084033613445,0.5739130434782609,"[[13,58,0],[74,30,15],[3,31,33]]"
noise_aug,50,20,0,210,0.30739299610894943,0.3346780410093016,0.18181818181818182,0.27049180327868855,0.5517241379310345,"[[14,57,0],[69,33,17],[0,35,32]]"
s_a_directional,50,20,0,210,0.42023346303501946,0.4448683978095744,0.21621621621621623,0.41568627450980394,0.7027027027027027,"[[16,55,0],[61,53,5],[0,28,39]]"
real_only,50,0,1,150,0.3657587548638132,0.3884292138495544,0.17567567567567569,0.3657587548638132,0.6238532110091743,"[[13,58,0],[64,47,8],[0,33,34]]"
noise_aug,50,20,1,210,0.40077821011673154,0.41551226551226544,0.15714285714285714,0.4166666666666667,0.6727272727272727,"[[11,60,0],[58,55,6],[0,30,37]]"
s_a_directional,50,20,1,210,0.35019455252918286,0.3796273696200472,0.1568627450980392,0.3153526970954357,0.6666666666666666,"[[12,58,1],[69,38,12],[1,26,40]]"
real_only,50,0,2,150,0.42412451361867703,0.444853891250703,0.27631578947368424,0.334841628959276,0.723404255319149,"[[21,49,1],[60,37,22],[0,16,51]]"
noise_aug,50,20,2,210,0.3346303501945525,0.3530768768795161,0.19310344827586207,0.2796610169491525,0.5864661654135338,"[[14,56,1],[60,33,26],[0,28,39]]"
s_a_directional,50,20,2,210,0.38132295719844356,0.3689563823872494,0.18181818181818182,0.40892193308550184,0.5161290322580645,"[[11,60,0],[39,55,25],[0,35,32]]"
real_only,50,0,3,150,0.3035019455252918,0.34380680617205667,0.14457831325301204,0.23684210526315788,0.65,"[[12,59,0],[78,27,14],[5,23,39]]"
noise_aug,50,20,3,210,0.3968871595330739,0.3569225264949331,0.1875,0.45161290322580644,0.4316546762589928,"[[9,60,2],[16,63,40],[0,37,30]]"
s_a_directional,50,20,3,210,0.3657587548638132,0.343392954399069,0.14545454545454545,0.38132295719844356,0.5034013605442177,"[[8,60,3],[30,49,40],[1,29,37]]"
real_only,50,0,4,150,0.4085603112840467,0.4076280778183527,0.17054263565891473,0.42424242424242425,0.628099173553719,"[[11,60,0],[47,56,16],[0,29,38]]"
noise_aug,50,20,4,210,0.35019455252918286,0.3488090227797033,0.12403100775193798,0.3650190114068441,0.5573770491803278,"[[8,63,0],[50,48,21],[0,33,34]]"
s_a_directional,50,20,4,210,0.3735408560311284,0.4103211657996327,0.12578616352201258,0.28699551569506726,0.8181818181818182,"[[10,59,2],[78,32,9],[0,13,54]]"
real_only,50,0,5,150,0.38132295719844356,0.3869769676998593,0.2222222222222222,0.36947791164658633,0.5692307692307692,"[[15,55,1],[48,46,25],[1,29,37]]"
noise_aug,50,20,5,210,0.42412451361867703,0.4094802756397023,0.13333333333333333,0.449438202247191,0.6456692913385826,"[[8,63,0],[40,60,19],[1,25,41]]"
s_a_directional,50,20,5,210,0.45136186770428016,0.4055902468034493,0.13333333333333333,0.5220338983050847,0.5614035087719298,"[[7,64,0],[27,77,15],[0,35,32]]"
real_only,50,0,6,150,0.28793774319066145,0.33351904075416355,0.15384615384615385,0.2026431718061674,0.6440677966101694,"[[13,58,0],[83,23,13],[2,27,38]]"
noise_aug,50,20,6,210,0.29571984435797666,0.331371087928465,0.15,0.26229508196721313,0.5818181818181818,"[[12,59,0],[76,32,11],[1,34,32]]"
s_a_directional,50,20,6,210,0.44357976653696496,0.4262453415235686,0.19834710743801653,0.49110320284697506,0.5892857142857143,"[[12,59,0],[38,69,12],[0,34,33]]"
real_only,50,0,7,150,0.35019455252918286,0.3457827575474634,0.15873015873015872,0.3492063492063492,0.5294117647058824,"[[10,58,3],[45,44,30],[0,31,36]]"
noise_aug,50,20,7,210,0.3151750972762646,0.31666730355254946,0.15151515151515152,0.3230769230769231,0.47540983606557374,"[[10,61,0],[51,42,26],[0,38,29]]"
s_a_directional,50,20,7,210,0.3968871595330739,0.35150919113183265,0.17857142857142858,0.4797297297297297,0.39622641509433965,"[[10,60,1],[31,71,17],[0,46,21]]"
real_only,50,0,8,150,0.3657587548638132,0.39222810734463276,0.16,0.3135593220338983,0.703125,"[[12,58,1],[67,37,15],[0,22,45]]"
noise_aug,50,20,8,210,0.42412451361867703,0.4502339787266258,0.17567567567567569,0.37815126050420167,0.796875,"[[13,58,0],[64,45,10],[0,16,51]]"
s_a_directional,50,20,8,210,0.4785992217898833,0.45133504718020384,0.2018348623853211,0.5109489051094891,0.6412213740458015,"[[11,60,0],[27,70,22],[0,25,42]]"
real_only,50,0,9,150,0.45136186770428016,0.4120288813436104,0.14,0.4591439688715953,0.6369426751592356,"[[7,62,2],[22,59,38],[0,17,50]]"
noise_aug,50,20,9,210,0.4046692607003891,0.42688748986502595,0.16551724137931034,0.3651452282157676,0.75,"[[12,59,0],[62,44,13],[0,19,48]]"
s_a_directional,50,20,9,210,0.4396887159533074,0.43404438261407224,0.24193548387096775,0.38095238095238093,0.6792452830188679,"[[15,55,1],[38,44,37],[0,13,54]]"
