dataset,pool,pool_path,pool_sha256,source_kind,class_id,source_index,rank
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,51,0
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,54,1
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,55,2
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,57,3
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,64,4
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,74,5
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,77,6
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,79,7
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,80,8
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,81,9
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,82,10
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,86,11
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,88,12
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,89,13
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,90,14
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,91,15
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,92,16
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,94,17
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,95,18
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,0,98,19
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,1,2,0
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,1,6,1
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,1,7,2
berkeley,llm,breeze/runs/milling_berkeley_v2_binary_formal_2026-07-08_v11_repair_eq_coherent/berkeley/llm/pool.npz,e50aee9fcb47426fd2d65190ec629eed4f67ec315b6b168707362b3f0a7f87f7,deterministic_metric_subsample_of_frozen_pool,1,9,3
